index,Series_Title,Released_Year,Certificate,Runtime_in_Minutes,Genre,IMDB_Rating,Meta_score,No_of_Votes,Gross
586,Loving Vincent,2017,UA,94,"Animation, Biography, Crime",7.8,62.0,50778.0,6735118
587,Pride,2014,R,119,"Biography, Comedy, Drama",7.8,79.0,51841.0,-1
588,Le passé,2013,PG-13,130,"Drama, Mystery",7.8,85.0,45002.0,1330596
589,La grande bellezza,2013,-1,141,Drama,7.8,86.0,81125.0,2852400
590,The Lunchbox,2013,U,104,"Drama, Romance",7.8,76.0,50523.0,4231500
591,Vicky Donor,2012,UA,126,"Comedy, Romance",7.8,-1.0,39710.0,169209
592,Big Hero 6,2014,U,102,"Animation, Action, Adventure",7.8,74.0,410983.0,222527828
593,About Time,2013,R,123,"Comedy, Drama, Fantasy",7.8,55.0,303032.0,15322921
594,English Vinglish,2012,U,134,"Comedy, Drama, Family",7.8,-1.0,33618.0,1670773
595,Kaze tachinu,2013,PG-13,126,"Animation, Biography, Drama",7.8,83.0,73690.0,5209580
596,Toy Story 4,2019,U,100,"Animation, Adventure, Comedy",7.8,84.0,203177.0,434038008
597,La migliore offerta,2013,R,131,"Crime, Drama, Mystery",7.8,49.0,108399.0,85433
598,Moonrise Kingdom,2012,A,94,"Comedy, Drama, Romance",7.8,84.0,318789.0,45512466
599,How to Train Your Dragon 2,2014,U,102,"Animation, Action, Adventure",7.8,76.0,305611.0,177002924
600,The Big Short,2015,A,130,"Biography, Comedy, Drama",7.8,81.0,362942.0,70259870
601,Kokuhaku,2010,-1,106,"Drama, Thriller",7.8,-1.0,35713.0,-1
602,Ang-ma-reul bo-at-da,2010,-1,144,"Action, Crime, Drama",7.8,67.0,111252.0,128392
603,The Girl with the Dragon Tattoo,2011,R,158,"Crime, Drama, Mystery",7.8,71.0,423010.0,102515793
604,Captain Phillips,2013,UA,134,"Adventure, Biography, Crime",7.8,82.0,421244.0,107100855
605,Ajeossi,2010,R,119,"Action, Crime, Drama",7.8,-1.0,62848.0,646
606,Straight Outta Compton,2015,R,147,"Biography, Drama, History",7.8,72.0,179264.0,161197785
607,Madeo,2009,R,129,"Crime, Drama, Mystery",7.8,79.0,52758.0,547292
608,Chugyeokja,2008,-1,125,"Action, Crime, Thriller",7.8,64.0,58468.0,-1
609,The Hobbit: The Desolation of Smaug,2013,UA,161,"Adventure, Fantasy",7.8,66.0,601408.0,258366855
610,Das weiße Band - Eine deutsche Kindergeschichte,2009,UA,144,"Drama, History, Mystery",7.8,82.0,68715.0,2222647
611,Män som hatar kvinnor,2009,R,152,"Crime, Drama, Mystery",7.8,76.0,208994.0,10095170
612,The Trial of the Chicago 7,2020,R,129,"Drama, History, Thriller",7.8,77.0,89896.0,-1
613,Druk,2020,-1,117,"Comedy, Drama",7.8,81.0,33931.0,-1
614,The Fighter,2010,UA,116,"Biography, Drama, Sport",7.8,79.0,340584.0,93617009
615,Taken,2008,A,90,"Action, Thriller",7.8,51.0,564791.0,145000989
616,The Boy in the Striped Pyjamas,2008,PG-13,94,"Drama, History, War",7.8,55.0,190748.0,9030581
617,Once,2007,R,86,"Drama, Music, Romance",7.8,88.0,110656.0,9439923
618,The Hobbit: An Unexpected Journey,2012,UA,169,"Adventure, Fantasy",7.8,58.0,757377.0,303003568
619,Auf der anderen Seite,2007,-1,122,Drama,7.8,85.0,30827.0,741283
620,Atonement,2007,R,123,"Drama, Mystery, Romance",7.8,85.0,251370.0,50927067
621,Drive,2011,A,100,"Crime, Drama",7.8,78.0,571571.0,35061555
622,American Gangster,2007,A,157,"Biography, Crime, Drama",7.8,76.0,392449.0,130164645
623,Avatar,2009,UA,162,"Action, Adventure, Fantasy",7.8,83.0,1118998.0,760507625
624,Mr. Nobody,2009,R,141,"Drama, Fantasy, Romance",7.8,63.0,216421.0,36
625,Apocalypto,2006,A,139,"Action, Adventure, Drama",7.8,68.0,291018.0,50866635
626,Little Miss Sunshine,2006,UA,101,"Comedy, Drama",7.8,80.0,439856.0,59891098
627,Hot Fuzz,2007,UA,121,"Action, Comedy, Mystery",7.8,81.0,463466.0,23637265
628,The Curious Case of Benjamin Button,2008,UA,166,"Drama, Fantasy, Romance",7.8,70.0,589160.0,127509326
629,Veer-Zaara,2004,U,192,"Drama, Family, Musical",7.8,67.0,49050.0,2921738
630,Adams æbler,2005,R,94,"Comedy, Crime, Drama",7.8,51.0,45717.0,1305
631,Pride & Prejudice,2005,PG,129,"Drama, Romance",7.8,82.0,258924.0,38405088
632,The World's Fastest Indian,2005,U,127,"Biography, Drama, Sport",7.8,68.0,51980.0,5128124
633,Tôkyô goddofâzâzu,2003,UA,90,"Animation, Adventure, Comedy",7.8,73.0,31658.0,128985
634,Serenity,2005,PG-13,119,"Action, Adventure, Sci-Fi",7.8,74.0,283310.0,25514517
635,Walk the Line,2005,PG-13,136,"Biography, Drama, Music",7.8,72.0,234207.0,119519402
636,Ondskan,2003,-1,113,Drama,7.8,61.0,35682.0,1528
637,The Notebook,2004,A,123,"Drama, Romance",7.8,53.0,520284.0,81001787
638,Diarios de motocicleta,2004,U,126,"Adventure, Biography, Drama",7.8,75.0,96703.0,16756372
639,Lilja 4-ever,2002,R,109,"Crime, Drama",7.8,82.0,42673.0,181655
640,Les triplettes de Belleville,2003,PG-13,80,"Animation, Comedy, Drama",7.8,91.0,50622.0,7002255
641,Gongdong gyeongbi guyeok JSA,2000,-1,110,"Action, Drama, Thriller",7.8,58.0,26518.0,-1
642,The Count of Monte Cristo,2002,PG-13,131,"Action, Adventure, Drama",7.8,61.0,129022.0,54234062
643,Waking Life,2001,R,99,"Animation, Drama, Fantasy",7.8,83.0,60684.0,2892011
644,Remember the Titans,2000,U,113,"Biography, Drama, Sport",7.8,48.0,198089.0,115654751
645,Wo hu cang long,2000,UA,120,"Action, Adventure, Fantasy",7.8,94.0,253228.0,128078872
646,Todo sobre mi madre,1999,R,101,Drama,7.8,87.0,89058.0,8264530
647,Cast Away,2000,UA,143,"Adventure, Drama, Romance",7.8,73.0,524235.0,233632142
648,The Boondock Saints,1999,R,108,"Action, Crime, Thriller",7.8,44.0,227143.0,25812
649,The Insider,1999,UA,157,"Biography, Drama, Thriller",7.8,84.0,159886.0,28965197
650,October Sky,1999,PG,108,"Biography, Drama, Family",7.8,71.0,82855.0,32481825
651,Shrek,2001,U,90,"Animation, Adventure, Comedy",7.8,84.0,613941.0,267665011
652,Titanic,1997,UA,194,"Drama, Romance",7.8,75.0,1046089.0,659325379
653,Hana-bi,1997,-1,103,"Crime, Drama, Romance",7.8,-1.0,27712.0,233986
654,Gattaca,1997,UA,106,"Drama, Sci-Fi, Thriller",7.8,64.0,280845.0,12339633
655,The Game,1997,UA,129,"Action, Drama, Mystery",7.8,61.0,345096.0,48323648
656,Breaking the Waves,1996,R,159,Drama,7.8,-1.0,-1.0,-1
657,Ed Wood,1994,U,127,"Biography, Comedy, Drama",7.8,70.0,164937.0,5887457
658,What's Eating Gilbert Grape,1993,U,118,Drama,7.8,73.0,215034.0,9170214
659,Tombstone,1993,R,130,"Action, Biography, Drama",7.8,50.0,126871.0,56505065
660,The Sandlot,1993,U,101,"Comedy, Drama, Family",7.8,55.0,78963.0,32416586
661,The Remains of the Day,1993,U,134,"Drama, Romance",7.8,84.0,66065.0,22954968
662,Naked,1993,-1,132,"Comedy, Drama",7.8,84.0,34635.0,1769305
663,The Fugitive,1993,U,130,"Action, Crime, Drama",7.8,87.0,267684.0,183875760
664,A Bronx Tale,1993,R,121,"Crime, Drama, Romance",7.8,80.0,128171.0,17266971
665,Batman: Mask of the Phantasm,1993,PG,76,"Animation, Action, Crime",7.8,-1.0,43690.0,5617391
666,Lat sau san taam,1992,R,128,"Action, Crime, Thriller",7.8,-1.0,46700.0,-1
667,Night on Earth,1991,R,129,"Comedy, Drama",7.8,68.0,55362.0,2015810
668,La double vie de Véronique,1991,R,98,"Drama, Fantasy, Music",7.8,-1.0,-1.0,-1
669,Boyz n the Hood,1991,A,112,"Crime, Drama",7.8,76.0,126082.0,57504069
670,Misery,1990,R,107,"Drama, Thriller",7.8,75.0,184740.0,61276872
671,Awakenings,1990,U,121,"Biography, Drama",7.8,74.0,125276.0,52096475
672,Majo no takkyûbin,1989,U,103,"Animation, Adventure, Drama",7.8,83.0,124193.0,-1
673,Glory,1989,R,122,"Biography, Drama, History",7.8,78.0,122779.0,26830000
674,Dip huet seung hung,1989,R,111,"Action, Crime, Drama",7.8,82.0,45624.0,-1
675,Back to the Future Part II,1989,U,108,"Adventure, Comedy, Sci-Fi",7.8,57.0,481918.0,118500000
676,Mississippi Burning,1988,A,128,"Crime, Drama, History",7.8,65.0,88214.0,34603943
677,Predator,1987,A,107,"Action, Adventure, Sci-Fi",7.8,45.0,371387.0,59735548
678,Evil Dead II,1987,A,84,"Action, Comedy, Fantasy",7.8,72.0,148359.0,5923044
679,Ferris Bueller's Day Off,1986,U,103,Comedy,7.8,61.0,321382.0,70136369
680,Down by Law,1986,R,107,"Comedy, Crime, Drama",7.8,75.0,47834.0,1436000
681,The Goonies,1985,U,114,"Adventure, Comedy, Family",7.8,62.0,244430.0,61503218
682,The Color Purple,1985,U,154,Drama,7.8,78.0,78321.0,98467863
683,The Breakfast Club,1985,UA,97,"Comedy, Drama",7.8,66.0,357026.0,45875171
684,The Killing Fields,1984,UA,141,"Biography, Drama, History",7.8,76.0,51585.0,34700291
685,Ghostbusters,1984,UA,105,"Action, Comedy, Fantasy",7.8,71.0,355413.0,238632124
686,The Right Stuff,1983,PG,193,"Adventure, Biography, Drama",7.8,91.0,56235.0,21500000
687,The King of Comedy,1982,U,109,"Comedy, Crime, Drama",7.8,73.0,88511.0,2500000
688,E.T. the Extra-Terrestrial,1982,U,115,"Family, Sci-Fi",7.8,91.0,372490.0,435110554
689,Kramer vs. Kramer,1979,A,105,Drama,7.8,77.0,133351.0,106260000
690,Days of Heaven,1978,PG,94,"Drama, Romance",7.8,93.0,52852.0,-1
691,The Outlaw Josey Wales,1976,A,135,Western,7.8,69.0,65659.0,31800000
692,The Man Who Would Be King,1975,PG,129,"Adventure, History, War",7.8,91.0,44917.0,-1
693,The Conversation,1974,U,113,"Drama, Mystery, Thriller",7.8,85.0,98611.0,4420000
694,La planète sauvage,1973,U,72,"Animation, Sci-Fi",7.8,73.0,25229.0,193817
695,The Day of the Jackal,1973,A,143,"Crime, Drama, Thriller",7.8,80.0,37445.0,16056255
696,Badlands,1973,PG,94,"Action, Crime, Drama",7.8,93.0,66009.0,-1
697,Cabaret,1972,A,124,"Drama, Music, Musical",7.8,80.0,48334.0,42765000
698,Willy Wonka & the Chocolate Factory,1971,U,100,"Family, Fantasy, Musical",7.8,67.0,178731.0,4000000
699,Midnight Cowboy,1969,A,113,Drama,7.8,79.0,101124.0,44785053
700,Wait Until Dark,1967,-1,108,Thriller,7.8,81.0,27733.0,17550741
701,Guess Who's Coming to Dinner,1967,-1,108,"Comedy, Drama",7.8,63.0,39642.0,56700000
702,Bonnie and Clyde,1967,A,111,"Action, Biography, Crime",7.8,86.0,102415.0,-1
703,My Fair Lady,1964,U,170,"Drama, Family, Musical",7.8,95.0,86525.0,72000000
704,Mary Poppins,1964,U,139,"Comedy, Family, Fantasy",7.8,88.0,158029.0,102272727
705,The Longest Day,1962,G,178,"Action, Drama, History",7.8,75.0,52141.0,39100000
706,Jules et Jim,1962,-1,105,"Drama, Romance",7.8,97.0,37605.0,-1
707,The Innocents,1961,A,100,Horror,7.8,88.0,27007.0,2616000
708,À bout de souffle,1960,U,90,"Crime, Drama",7.8,-1.0,73251.0,336705
709,Red River,1948,Passed,133,"Action, Adventure, Drama",7.8,-1.0,28167.0,-1
710,Key Largo,1948,-1,100,"Action, Crime, Drama",7.8,-1.0,36995.0,-1
711,To Have and Have Not,1944,PG,100,"Adventure, Comedy, Film-Noir",7.8,-1.0,31053.0,-1
712,Shadow of a Doubt,1943,PG,108,"Film-Noir, Thriller",7.8,94.0,59556.0,-1
713,Stagecoach,1939,Passed,96,"Adventure, Drama, Western",7.8,93.0,43621.0,-1
714,The Lady Vanishes,1938,-1,96,"Mystery, Thriller",7.8,98.0,47400.0,-1
715,Bringing Up Baby,1938,Passed,102,"Comedy, Family, Romance",7.8,91.0,55163.0,-1
716,Bride of Frankenstein,1935,-1,75,"Drama, Horror, Sci-Fi",7.8,95.0,43542.0,4360000
717,Duck Soup,1933,-1,69,"Comedy, Musical, War",7.8,93.0,55581.0,-1
718,Scarface: The Shame of the Nation,1932,PG,93,"Action, Crime, Drama",7.8,87.0,25312.0,-1
719,Frankenstein,1931,Passed,70,"Drama, Horror, Sci-Fi",7.8,91.0,65341.0,-1
720,Roma,2018,R,135,Drama,7.7,96.0,140375.0,-1
721,God's Own Country,2017,-1,104,"Drama, Romance",7.7,85.0,25198.0,335609
722,Deadpool 2,2018,R,119,"Action, Adventure, Comedy",7.7,66.0,478586.0,324591735
723,Wind River,2017,R,107,"Crime, Drama, Mystery",7.7,73.0,205444.0,33800859
724,Get Out,2017,R,104,"Horror, Mystery, Thriller",7.7,85.0,492851.0,176040665
725,Mission: Impossible - Fallout,2018,UA,147,"Action, Adventure, Thriller",7.7,86.0,291257.0,220159104
726,En man som heter Ove,2015,PG-13,116,"Comedy, Drama, Romance",7.7,70.0,47444.0,3358518
727,What We Do in the Shadows,2014,R,86,"Comedy, Horror",7.7,76.0,157498.0,3333000
728,Omoide no Mânî,2014,U,103,"Animation, Drama, Family",7.7,72.0,32798.0,765127
729,The Theory of Everything,2014,U,123,"Biography, Drama, Romance",7.7,72.0,404182.0,35893537
730,Kingsman: The Secret Service,2014,A,129,"Action, Adventure, Comedy",7.7,60.0,590440.0,128261724
731,The Fault in Our Stars,2014,UA,126,"Drama, Romance",7.7,69.0,344312.0,124872350
732,Me and Earl and the Dying Girl,2015,PG-13,105,"Comedy, Drama",7.7,74.0,123210.0,6743776
733,Birdman or (The Unexpected Virtue of Ignorance),2014,A,119,"Comedy, Drama",7.7,87.0,580291.0,42340598
734,La vie d'Adèle,2013,A,180,"Drama, Romance",7.7,89.0,138741.0,2199675
735,Kai po che!,2013,U,130,"Drama, Sport",7.7,40.0,32628.0,1122527
736,The Broken Circle Breakdown,2012,-1,111,"Drama, Music, Romance",7.7,70.0,39379.0,175058
737,Captain America: The Winter Soldier,2014,UA,136,"Action, Adventure, Sci-Fi",7.7,70.0,736182.0,259766572
738,Rockstar,2011,UA,159,"Drama, Music, Musical",7.7,-1.0,39501.0,985912
739,Nebraska,2013,UA,115,"Adventure, Comedy, Drama",7.7,87.0,112298.0,17654912
740,Wreck-It Ralph,2012,U,101,"Animation, Adventure, Comedy",7.7,72.0,380195.0,189422889
741,Le Petit Prince,2015,PG,108,"Animation, Adventure, Drama",7.7,70.0,56720.0,1339152
742,Detachment,2011,-1,98,Drama,7.7,52.0,77071.0,71177
743,Midnight in Paris,2011,PG-13,96,"Comedy, Fantasy, Romance",7.7,81.0,388089.0,56816662
744,The Lego Movie,2014,U,100,"Animation, Action, Adventure",7.7,83.0,323982.0,257760692
745,Gravity,2013,UA,91,"Drama, Sci-Fi, Thriller",7.7,96.0,769145.0,274092705
746,Star Trek Into Darkness,2013,UA,132,"Action, Adventure, Sci-Fi",7.7,72.0,463188.0,228778661
747,Beasts of No Nation,2015,-1,137,"Drama, War",7.7,79.0,73964.0,83861
748,The Social Network,2010,UA,120,"Biography, Drama",7.7,95.0,624982.0,96962694
749,X: First Class,2011,UA,131,"Action, Adventure, Sci-Fi",7.7,65.0,645512.0,146408305
750,The Hangover,2009,UA,100,Comedy,7.7,73.0,717559.0,277322503
751,Skyfall,2012,UA,143,"Action, Adventure, Thriller",7.7,81.0,630614.0,304360277
752,Silver Linings Playbook,2012,A,122,"Comedy, Drama, Romance",7.7,81.0,661871.0,132092958
753,Argo,2012,A,120,"Biography, Drama, Thriller",7.7,86.0,572581.0,136025503
754,(500) Days of Summer,2009,UA,95,"Comedy, Drama, Romance",7.7,76.0,472242.0,32391374
755,Harry Potter and the Deathly Hallows: Part 1,2010,A,146,"Adventure, Family, Fantasy",7.7,65.0,479120.0,295983305
756,Gake no ue no Ponyo,2008,U,101,"Animation, Adventure, Comedy",7.7,86.0,125317.0,15090400
757,Frost/Nixon,2008,R,122,"Biography, Drama, History",7.7,80.0,103330.0,18593156
758,Papurika,2006,U,90,"Animation, Drama, Fantasy",7.7,81.0,71379.0,881302
759,Changeling,2008,R,141,"Biography, Crime, Drama",7.7,63.0,239203.0,35739802
760,Flipped,2010,PG,90,"Comedy, Drama, Romance",7.7,45.0,81446.0,1752214
761,Toki o kakeru shôjo,2006,U,98,"Animation, Adventure, Comedy",7.7,-1.0,60368.0,-1
762,Death Note: Desu nôto,2006,-1,126,"Crime, Drama, Fantasy",7.7,-1.0,28630.0,-1
763,This Is England,2006,-1,101,"Crime, Drama",7.7,86.0,115576.0,327919
764,Ex Machina,2014,UA,108,"Drama, Sci-Fi, Thriller",7.7,78.0,474141.0,25442958
765,Efter brylluppet,2006,R,120,Drama,7.7,78.0,32001.0,412544
766,The Last King of Scotland,2006,R,123,"Biography, Drama, History",7.7,74.0,175355.0,17605861
767,Zodiac,2007,UA,157,"Crime, Drama, Mystery",7.7,78.0,466080.0,33080084
768,Lucky Number Slevin,2006,R,110,"Action, Crime, Drama",7.7,53.0,299524.0,22494487
769,Joyeux Noël,2005,PG-13,116,"Drama, History, Music",7.7,70.0,28003.0,1054361
770,Control,2007,R,122,"Biography, Drama, Music",7.7,78.0,61609.0,871577
771,Tangled,2010,U,100,"Animation, Adventure, Comedy",7.7,71.0,405922.0,200821936
772,Zwartboek,2006,R,145,"Drama, Thriller, War",7.7,71.0,72643.0,4398392
773,Brokeback Mountain,2005,A,134,"Drama, Romance",7.7,87.0,323103.0,83043761
774,3:10 to Yuma,2007,A,122,"Action, Crime, Drama",7.7,76.0,288797.0,53606916
775,Crash,2004,UA,112,"Crime, Drama, Thriller",7.7,66.0,419483.0,54580300
776,Kung fu,2004,UA,99,"Action, Comedy, Fantasy",7.7,78.0,127250.0,17108591
777,The Bourne Supremacy,2004,A,108,"Action, Mystery, Thriller",7.7,73.0,434841.0,176241941
778,The Machinist,2004,R,101,"Drama, Thriller",7.7,61.0,358432.0,1082715
779,Ray,2004,A,152,"Biography, Drama, Music",7.7,73.0,138356.0,75331600
780,Lost in Translation,2003,UA,102,"Comedy, Drama",7.7,89.0,415074.0,44585453
781,Harry Potter and the Goblet of Fire,2005,UA,157,"Adventure, Family, Fantasy",7.7,81.0,548619.0,290013036
782,Man on Fire,2004,UA,146,"Action, Crime, Drama",7.7,47.0,329592.0,77911774
783,Coraline,2009,U,100,"Animation, Drama, Family",7.7,80.0,197761.0,75286229
784,The Last Samurai,2003,UA,154,"Action, Drama",7.7,55.0,400049.0,111110575
785,The Magdalene Sisters,2002,R,114,Drama,7.7,83.0,25938.0,4890878
786,Good Bye Lenin!,2003,R,121,"Comedy, Drama, Romance",7.7,68.0,137981.0,4064200
787,In America,2002,PG-13,105,Drama,7.7,76.0,40403.0,15539266
788,I Am Sam,2001,PG-13,132,Drama,7.7,28.0,142863.0,40311852
789,Adaptation.,2002,R,115,"Comedy, Drama",7.7,83.0,178565.0,22245861
790,Black Hawk Down,2001,A,144,"Drama, History, War",7.7,74.0,364254.0,108638745
791,Road to Perdition,2002,A,117,"Crime, Drama, Thriller",7.7,72.0,246840.0,104454762
792,Das Experiment,2001,R,120,"Drama, Thriller",7.7,60.0,90842.0,141072
793,Billy Elliot,2000,R,110,"Drama, Music",7.7,74.0,126770.0,21995263
794,Hedwig and the Angry Inch,2001,R,95,"Comedy, Drama, Music",7.7,85.0,31957.0,3029081
795,Ocean's Eleven,2001,UA,116,"Crime, Thriller",7.7,74.0,516372.0,183417150
796,Vampire Hunter D: Bloodlust,2000,U,103,"Animation, Action, Fantasy",7.7,62.0,29210.0,151086
797,"O Brother, Where Art Thou?",2000,U,107,"Adventure, Comedy, Crime",7.7,69.0,286742.0,45512588
798,Interstate 60: Episodes of the Road,2002,R,116,"Adventure, Comedy, Drama",7.7,-1.0,29999.0,-1
799,"South Park: Bigger, Longer & Uncut",1999,A,81,"Animation, Comedy, Fantasy",7.7,73.0,192112.0,52037603
800,Office Space,1999,R,89,Comedy,7.7,68.0,241575.0,10824921
801,Happiness,1998,-1,134,"Comedy, Drama",7.7,81.0,66408.0,2807390
802,Training Day,2001,A,122,"Crime, Drama, Thriller",7.7,69.0,390247.0,76631907
803,Rushmore,1998,UA,93,"Comedy, Drama, Romance",7.7,86.0,169229.0,17105219
804,Abre los ojos,1997,U,119,"Drama, Mystery, Sci-Fi",7.7,-1.0,64082.0,368234
805,Being John Malkovich,1999,R,113,"Comedy, Drama, Fantasy",7.7,90.0,312542.0,22858926
806,As Good as It Gets,1997,A,139,"Comedy, Drama, Romance",7.7,67.0,275755.0,148478011
807,The Fifth Element,1997,UA,126,"Action, Adventure, Sci-Fi",7.7,52.0,434125.0,63540020
808,Le dîner de cons,1998,PG-13,80,Comedy,7.7,73.0,37424.0,4065116
809,Donnie Brasco,1997,A,127,"Biography, Crime, Drama",7.7,76.0,279318.0,41909762
810,Shine,1996,U,105,"Biography, Drama, Music",7.7,87.0,51350.0,35811509
811,Primal Fear,1996,A,129,"Crime, Drama, Mystery",7.7,47.0,189716.0,56116183
812,Hamlet,1996,PG-13,242,Drama,7.7,-1.0,35991.0,4414535
813,A Little Princess,1995,U,97,"Drama, Family, Fantasy",7.7,83.0,32236.0,10019307
814,Do lok tin si,1995,UA,99,"Comedy, Crime, Drama",7.7,71.0,26429.0,-1
815,Il postino,1994,U,108,"Biography, Comedy, Drama",7.7,81.0,33600.0,21848932
816,Clerks,1994,R,92,Comedy,7.7,70.0,211450.0,3151130
817,Short Cuts,1993,R,188,"Comedy, Drama",7.7,79.0,42275.0,6110979
818,Philadelphia,1993,UA,125,Drama,7.7,66.0,224169.0,77324422
819,The Muppet Christmas Carol,1992,G,85,"Comedy, Drama, Family",7.7,64.0,50298.0,27281507
820,Malcolm X,1992,U,202,"Biography, Drama, History",7.7,73.0,85819.0,48169908
821,The Last of the Mohicans,1992,UA,112,"Action, Adventure, Drama",7.7,76.0,150409.0,75505856
822,Kurenai no buta,1992,U,94,"Animation, Adventure, Comedy",7.7,83.0,77798.0,-1
823,Glengarry Glen Ross,1992,R,100,"Crime, Drama, Mystery",7.7,82.0,95826.0,10725228
824,A Few Good Men,1992,U,138,"Drama, Thriller",7.7,62.0,235388.0,141340178
825,Fried Green Tomatoes,1991,PG-13,130,Drama,7.7,64.0,66941.0,82418501
826,Barton Fink,1991,U,116,"Comedy, Drama, Thriller",7.7,69.0,113240.0,6153939
827,Miller's Crossing,1990,R,115,"Crime, Drama, Thriller",7.7,66.0,125822.0,5080409
828,Who Framed Roger Rabbit,1988,U,104,"Animation, Adventure, Comedy",7.7,83.0,182009.0,156452370
829,Spoorloos,1988,-1,107,"Mystery, Thriller",7.7,-1.0,33982.0,-1
830,Withnail & I,1987,R,107,"Comedy, Drama",7.7,84.0,40396.0,1544889
831,The Last Emperor,1987,U,163,"Biography, Drama, History",7.7,76.0,94326.0,43984230
832,Empire of the Sun,1987,U,153,"Action, Drama, History",7.7,62.0,115677.0,22238696
833,Der Name der Rose,1986,R,130,"Crime, Drama, Mystery",7.7,54.0,102031.0,7153487
834,Blue Velvet,1986,A,120,"Drama, Mystery, Thriller",7.7,76.0,181285.0,8551228
835,The Purple Rose of Cairo,1985,U,82,"Comedy, Fantasy, Romance",7.7,75.0,47102.0,10631333
836,After Hours,1985,UA,97,"Comedy, Crime, Drama",7.7,90.0,59635.0,10600000
837,Zelig,1983,PG,79,Comedy,7.7,-1.0,39881.0,11798616
838,The Verdict,1982,U,129,Drama,7.7,77.0,36096.0,54000000
839,Star Trek II: The Wrath of Khan,1982,U,113,"Action, Adventure, Sci-Fi",7.7,67.0,112704.0,78912963
840,First Blood,1982,A,93,"Action, Adventure",7.7,61.0,226541.0,47212904
841,Ordinary People,1980,U,124,Drama,7.7,86.0,47099.0,54800000
842,Airplane!,1980,U,88,Comedy,7.7,78.0,214882.0,83400000
843,Rupan sansei: Kariosutoro no shiro,1979,U,100,"Animation, Adventure, Family",7.7,71.0,27014.0,-1
844,Halloween,1978,A,91,"Horror, Thriller",7.7,87.0,233106.0,47000000
845,Le locataire,1976,R,126,"Drama, Thriller",7.7,71.0,39889.0,1924733
846,Love and Death,1975,PG,85,"Comedy, War",7.7,89.0,36037.0,-1
847,The Taking of Pelham One Two Three,1974,U,104,"Action, Crime, Thriller",7.7,68.0,26729.0,-1
848,Blazing Saddles,1974,A,93,"Comedy, Western",7.7,73.0,125993.0,119500000
849,Serpico,1973,A,130,"Biography, Crime, Drama",7.7,87.0,109941.0,29800000
850,Enter the Dragon,1973,A,102,"Action, Crime, Drama",7.7,83.0,96561.0,25000000
851,Deliverance,1972,U,109,"Adventure, Drama, Thriller",7.7,80.0,98740.0,7056013
852,The French Connection,1971,A,104,"Action, Crime, Drama",7.7,94.0,110075.0,15630710
853,Dirty Harry,1971,A,102,"Action, Crime, Thriller",7.7,90.0,143292.0,35900000
854,Where Eagles Dare,1968,U,158,"Action, Adventure, War",7.7,63.0,51913.0,-1
855,The Odd Couple,1968,G,105,Comedy,7.7,86.0,31572.0,44527234
856,The Dirty Dozen,1967,-1,150,"Action, Adventure, War",7.7,73.0,67183.0,45300000
857,Belle de jour,1967,A,100,"Drama, Romance",7.7,-1.0,40274.0,26331
858,A Man for All Seasons,1966,U,120,"Biography, Drama, History",7.7,72.0,31222.0,28350000
859,Repulsion,1965,-1,105,"Drama, Horror, Thriller",7.7,91.0,48883.0,-1
860,Zulu,1964,U,138,"Drama, History, War",7.7,77.0,35999.0,-1
861,Goldfinger,1964,A,110,"Action, Adventure, Thriller",7.7,87.0,174119.0,51081062
862,The Birds,1963,A,119,"Drama, Horror, Mystery",7.7,90.0,171739.0,11403529
863,Cape Fear,1962,Passed,106,"Drama, Thriller",7.7,76.0,26457.0,-1
864,Peeping Tom,1960,-1,101,"Drama, Horror, Thriller",7.7,-1.0,31354.0,83957
865,The Magnificent Seven,1960,Approved,128,"Action, Adventure, Western",7.7,74.0,87719.0,4905000
866,Les yeux sans visage,1960,-1,90,"Drama, Horror",7.7,90.0,27620.0,52709
867,Invasion of the Body Snatchers,1956,Approved,80,"Drama, Horror, Sci-Fi",7.7,92.0,44839.0,-1
868,Rebel Without a Cause,1955,PG-13,111,Drama,7.7,89.0,83363.0,-1
869,The Ladykillers,1955,-1,91,"Comedy, Crime",7.7,91.0,26464.0,-1
870,Sabrina,1954,Passed,113,"Comedy, Drama, Romance",7.7,72.0,59415.0,-1
871,The Quiet Man,1952,Passed,129,"Comedy, Drama, Romance",7.7,-1.0,34677.0,10550000
872,The Day the Earth Stood Still,1951,U,92,"Drama, Sci-Fi",7.7,-1.0,76315.0,-1
873,The African Queen,1951,PG,105,"Adventure, Drama, Romance",7.7,91.0,71481.0,536118
874,Gilda,1946,Approved,110,"Drama, Film-Noir, Romance",7.7,-1.0,27991.0,-1
875,Fantasia,1940,G,125,"Animation, Family, Fantasy",7.7,96.0,88662.0,76408097
876,The Invisible Man,1933,TV-PG,71,"Horror, Sci-Fi",7.7,87.0,30683.0,-1
877,Dark Waters,2019,PG-13,126,"Biography, Drama, History",7.6,73.0,60408.0,-1
878,Searching,2018,U/A,102,"Drama, Mystery, Thriller",7.6,71.0,140840.0,26020957
879,Once Upon a Time... in Hollywood,2019,A,161,"Comedy, Drama",7.6,83.0,551309.0,142502728
880,Nelyubov,2017,R,127,Drama,7.6,86.0,29765.0,566356
881,The Florida Project,2017,A,111,Drama,7.6,92.0,95181.0,5904366
882,Just Mercy,2019,A,137,"Biography, Crime, Drama",7.6,68.0,46739.0,-1
